Time	Node	FaceId	FaceDescr	Type	Packets	Kilobytes
63	7	2	dev=local(2)	DropData	0	0
63	7	-1	all	SatisfiedInterests	26	0
63	7	-1	all	TimedOutInterests	0	0
64	0	0	dev=net(0)	InInterests	0	0
64	0	0	dev=net(0)	OutInterests	146	5.27539
64	0	0	dev=net(0)	DropInterests	0	0
64	0	0	dev=net(0)	InNacks	0	0
64	0	0	dev=net(0)	OutNacks	0	0
64	0	0	dev=net(0)	DropNacks	0	0
64	0	0	dev=net(0)	InData	81	84.4014
64	0	0	dev=net(0)	OutData	0	0
64	0	0	dev=net(0)	DropData	81	84.4014
64	0	1	dev=local(1)	InInterests	146	0
64	0	1	dev=local(1)	OutInterests	0	0
64	0	1	dev=local(1)	DropInterests	0	0
64	0	1	dev=local(1)	InNacks	0	0
64	0	1	dev=local(1)	OutNacks	0	0
64	0	1	dev=local(1)	DropNacks	0	0
64	0	1	dev=local(1)	InData	0	0
64	0	1	dev=local(1)	OutData	0	0
64	0	1	dev=local(1)	DropData	0	0
64	0	-1	all	SatisfiedInterests	0	0
64	0	-1	all	TimedOutInterests	146	0
64	1	0	dev=net(0)	InInterests	0	0
64	1	0	dev=net(0)	OutInterests	35	1.26465
64	1	0	dev=net(0)	DropInterests	0	0
64	1	0	dev=net(0)	InNacks	0	0
64	1	0	dev=net(0)	OutNacks	0	0
64	1	0	dev=net(0)	DropNacks	0	0
64	1	0	dev=net(0)	InData	0	0
64	1	0	dev=net(0)	OutData	0	0
64	1	0	dev=net(0)	DropData	0	0
64	1	1	dev=net(1)	InInterests	152	5.49219
64	1	1	dev=net(1)	OutInterests	0	0
64	1	1	dev=net(1)	DropInterests	0	0
64	1	1	dev=net(1)	InNacks	0	0
64	1	1	dev=net(1)	OutNacks	0	0
64	1	1	dev=net(1)	DropNacks	0	0
64	1	1	dev=net(1)	InData	0	0
64	1	1	dev=net(1)	OutData	152	158.383
64	1	1	dev=net(1)	DropData	0	0
64	1	2	dev=net(2)	InInterests	0	0
64	1	2	dev=net(2)	OutInterests	35	1.26465
64	1	2	dev=net(2)	DropInterests	0	0
64	1	2	dev=net(2)	InNacks	0	0
64	1	2	dev=net(2)	OutNacks	0	0
64	1	2	dev=net(2)	DropNacks	0	0
64	1	2	dev=net(2)	InData	35	36.4697
64	1	2	dev=net(2)	OutData	0	0
64	1	2	dev=net(2)	DropData	0	0
64	1	-1	all	SatisfiedInterests	152	0
64	1	-1	all	TimedOutInterests	0	0
64	3	0	dev=net(0)	InInterests	35	1.26465
64	3	0	dev=net(0)	OutInterests	0	0
64	3	0	dev=net(0)	DropInterests	0	0
64	3	0	dev=net(0)	InNacks	0	0
64	3	0	dev=net(0)	OutNacks	0	0
64	3	0	dev=net(0)	DropNacks	0	0
64	3	0	dev=net(0)	InData	0	0
64	3	0	dev=net(0)	OutData	0	0
64	3	0	dev=net(0)	DropData	0	0
64	3	1	dev=net(1)	InInterests	0	0
64	3	1	dev=net(1)	OutInterests	35	1.26465
64	3	1	dev=net(1)	DropInterests	0	0
64	3	1	dev=net(1)	InNacks	0	0
64	3	1	dev=net(1)	OutNacks	0	0
64	3	1	dev=net(1)	DropNacks	0	0
64	3	1	dev=net(1)	InData	0	0
64	3	1	dev=net(1)	OutData	0	0
64	3	1	dev=net(1)	DropData	0	0
64	3	-1	all	SatisfiedInterests	0	0
64	3	-1	all	TimedOutInterests	29	0
64	4	0	dev=net(0)	InInterests	0	0
64	4	0	dev=net(0)	OutInterests	151	5.45605
64	4	0	dev=net(0)	DropInterests	0	0
64	4	0	dev=net(0)	InNacks	0	0
64	4	0	dev=net(0)	OutNacks	0	0
64	4	0	dev=net(0)	DropNacks	0	0
64	4	0	dev=net(0)	InData	151	157.341
64	4	0	dev=net(0)	OutData	0	0
64	4	0	dev=net(0)	DropData	0	0
64	4	1	dev=net(1)	InInterests	151	5.45605
64	4	1	dev=net(1)	OutInterests	0	0
64	4	1	dev=net(1)	DropInterests	0	0
64	4	1	dev=net(1)	InNacks	0	0
64	4	1	dev=net(1)	OutNacks	0	0
64	4	1	dev=net(1)	DropNacks	0	0
64	4	1	dev=net(1)	InData	0	0
64	4	1	dev=net(1)	OutData	151	157.341
64	4	1	dev=net(1)	DropData	0	0
64	4	-1	all	SatisfiedInterests	151	0
64	4	-1	all	TimedOutInterests	0	0
64	7	0	dev=net(0)	InInterests	35	1.26465
64	7	0	dev=net(0)	OutInterests	0	0
64	7	0	dev=net(0)	DropInterests	0	0
64	7	0	dev=net(0)	InNacks	0	0
64	7	0	dev=net(0)	OutNacks	0	0
64	7	0	dev=net(0)	DropNacks	0	0
64	7	0	dev=net(0)	InData	0	0
64	7	0	dev=net(0)	OutData	35	36.4697
64	7	0	dev=net(0)	DropData	0	0
64	7	2	dev=local(2)	InInterests	0	0
64	7	2	dev=local(2)	OutInterests	35	1.26465
64	7	2	dev=local(2)	DropInterests	0	0
64	7	2	dev=local(2)	InNacks	0	0
64	7	2	dev=local(2)	OutNacks	0	0
64	7	2	dev=local(2)	DropNacks	0	0
64	7	2	dev=local(2)	InData	35	0
64	7	2	dev=local(2)	OutData	0	0
64	7	2	dev=local(2)	DropData	0	0
64	7	-1	all	SatisfiedInterests	35	0
64	7	-1	all	TimedOutInterests	0	0
65	0	0	dev=net(0)	InInterests	0	0
65	0	0	dev=net(0)	OutInterests	147	5.31152
65	0	0	dev=net(0)	DropInterests	0	0
65	0	0	dev=net(0)	InNacks	0	0
65	0	0	dev=net(0)	OutNacks	0	0
65	0	0	dev=net(0)	DropNacks	0	0
65	0	0	dev=net(0)	InData	88	91.6953
65	0	0	dev=net(0)	OutData	0	0
65	0	0	dev=net(0)	DropData	88	91.6953
65	0	1	dev=local(1)	InInterests	147	0
65	0	1	dev=local(1)	OutInterests	0	0
65	0	1	dev=local(1)	DropInterests	0	0
65	0	1	dev=local(1)	InNacks	0	0
65	0	1	dev=local(1)	OutNacks	0	0
65	0	1	dev=local(1)	DropNacks	0	0
65	0	1	dev=local(1)	InData	0	0
65	0	1	dev=local(1)	OutData	0	0
65	0	1	dev=local(1)	DropData	0	0
65	0	-1	all	SatisfiedInterests	0	0
65	0	-1	all	TimedOutInterests	147	0
65	1	0	dev=net(0)	InInterests	0	0
65	1	0	dev=net(0)	OutInterests	44	1.58984
65	1	0	dev=net(0)	DropInterests	0	0
65	1	0	dev=net(0)	InNacks	0	0
65	1	0	dev=net(0)	OutNacks	0	0
65	1	0	dev=net(0)	DropNacks	0	0
65	1	0	dev=net(0)	InData	0	0
65	1	0	dev=net(0)	OutData	0	0
65	1	0	dev=net(0)	DropData	0	0
65	1	1	dev=net(1)	InInterests	129	4.66113
65	1	1	dev=net(1)	OutInterests	0	0
65	1	1	dev=net(1)	DropInterests	0	0
65	1	1	dev=net(1)	InNacks	0	0
65	1	1	dev=net(1)	OutNacks	0	0
65	1	1	dev=net(1)	DropNacks	0	0
65	1	1	dev=net(1)	InData	0	0
65	1	1	dev=net(1)	OutData	129	134.417
65	1	1	dev=net(1)	DropData	0	0
65	1	2	dev=net(2)	InInterests	0	0
65	1	2	dev=net(2)	OutInterests	44	1.58984
65	1	2	dev=net(2)	DropInterests	0	0
65	1	2	dev=net(2)	InNacks	0	0
65	1	2	dev=net(2)	OutNacks	0	0
65	1	2	dev=net(2)	DropNacks	0	0
65	1	2	dev=net(2)	InData	44	45.8477
65	1	2	dev=net(2)	OutData	0	0
65	1	2	dev=net(2)	DropData	0	0
65	1	-1	all	SatisfiedInterests	129	0
65	1	-1	all	TimedOutInterests	0	0
65	3	0	dev=net(0)	InInterests	44	1.58984
65	3	0	dev=net(0)	OutInterests	0	0
65	3	0	dev=net(0)	DropInterests	0	0
65	3	0	dev=net(0)	InNacks	0	0
65	3	0	dev=net(0)	OutNacks	0	0
65	3	0	dev=net(0)	DropNacks	0	0
65	3	0	dev=net(0)	InData	0	0
65	3	0	dev=net(0)	OutData	0	0
65	3	0	dev=net(0)	DropData	0	0
65	3	1	dev=net(1)	InInterests	0	0
65	3	1	dev=net(1)	OutInterests	44	1.58984
65	3	1	dev=net(1)	DropInterests	0	0
65	3	1	dev=net(1)	InNacks	0	0
65	3	1	dev=net(1)	OutNacks	0	0
65	3	1	dev=net(1)	DropNacks	0	0
65	3	1	dev=net(1)	InData	0	0
65	3	1	dev=net(1)	OutData	0	0
65	3	1	dev=net(1)	DropData	0	0
65	3	-1	all	SatisfiedInterests	0	0
65	3	-1	all	TimedOutInterests	26	0
65	4	0	dev=net(0)	InInterests	0	0
65	4	0	dev=net(0)	OutInterests	129	4.66113
65	4	0	dev=net(0)	DropInterests	0	0
65	4	0	dev=net(0)	InNacks	0	0
65	4	0	dev=net(0)	OutNacks	0	0
65	4	0	dev=net(0)	DropNacks	0	0
65	4	0	dev=net(0)	InData	130	135.459
65	4	0	dev=net(0)	OutData	0	0
65	4	0	dev=net(0)	DropData	0	0
65	4	1	dev=net(1)	InInterests	129	4.66113
65	4	1	dev=net(1)	OutInterests	0	0
65	4	1	dev=net(1)	DropInterests	0	0
65	4	1	dev=net(1)	InNacks	0	0
65	4	1	dev=net(1)	OutNacks	0	0
65	4	1	dev=net(1)	DropNacks	0	0
65	4	1	dev=net(1)	InData	0	0
65	4	1	dev=net(1)	OutData	130	135.459
65	4	1	dev=net(1)	DropData	0	0
65	4	-1	all	SatisfiedInterests	130	0
65	4	-1	all	TimedOutInterests	0	0
65	7	0	dev=net(0)	InInterests	44	1.58984
65	7	0	dev=net(0)	OutInterests	0	0
65	7	0	dev=net(0)	DropInterests	0	0
65	7	0	dev=net(0)	InNacks	0	0
65	7	0	dev=net(0)	OutNacks	0	0
65	7	0	dev=net(0)	DropNacks	0	0
65	7	0	dev=net(0)	InData	0	0
65	7	0	dev=net(0)	OutData	44	45.8477
65	7	0	dev=net(0)	DropData	0	0
65	7	2	dev=local(2)	InInterests	0	0
65	7	2	dev=local(2)	OutInterests	44	1.58984
65	7	2	dev=local(2)	DropInterests	0	0
65	7	2	dev=local(2)	InNacks	0	0
65	7	2	dev=local(2)	OutNacks	0	0
65	7	2	dev=local(2)	DropNacks	0	0
65	7	2	dev=local(2)	InData	44	0
65	7	2	dev=local(2)	OutData	0	0
65	7	2	dev=local(2)	DropData	0	0
65	7	-1	all	SatisfiedInterests	44	0
65	7	-1	all	TimedOutInterests	0	0
66	0	0	dev=net(0)	InInterests	0	0
66	0	0	dev=net(0)	OutInterests	146	5.27539
66	0	0	dev=net(0)	DropInterests	0	0
66	0	0	dev=net(0)	InNacks	0	0
66	0	0	dev=net(0)	OutNacks	0	0
66	0	0	dev=net(0)	DropNacks	0	0
66	0	0	dev=net(0)	InData	82	85.4434
66	0	0	dev=net(0)	OutData	0	0
66	0	0	dev=net(0)	DropData	82	85.4434
66	0	1	dev=local(1)	InInterests	146	0
66	0	1	dev=local(1)	OutInterests	0	0
66	0	1	dev=local(1)	DropInterests	0	0
66	0	1	dev=local(1)	InNacks	0	0
66	0	1	dev=local(1)	OutNacks	0	0
66	0	1	dev=local(1)	DropNacks	0	0
66	0	1	dev=local(1)	InData	0	0
66	0	1	dev=local(1)	OutData	0	0
66	0	1	dev=local(1)	DropData	0	0
66	0	-1	all	SatisfiedInterests	0	0
66	0	-1	all	TimedOutInterests	146	0
66	1	0	dev=net(0)	InInterests	0	0
66	1	0	dev=net(0)	OutInterests	21	0.758789
66	1	0	dev=net(0)	DropInterests	0	0
66	1	0	dev=net(0)	InNacks	0	0
66	1	0	dev=net(0)	OutNacks	0	0
66	1	0	dev=net(0)	DropNacks	0	0
66	1	0	dev=net(0)	InData	0	0
66	1	0	dev=net(0)	OutData	0	0
66	1	0	dev=net(0)	DropData	0	0
66	1	1	dev=net(1)	InInterests	131	4.7334
66	1	1	dev=net(1)	OutInterests	0	0
66	1	1	dev=net(1)	DropInterests	0	0
66	1	1	dev=net(1)	InNacks	0	0
66	1	1	dev=net(1)	OutNacks	0	0
66	1	1	dev=net(1)	DropNacks	0	0
66	1	1	dev=net(1)	InData	0	0
66	1	1	dev=net(1)	OutData	131	136.501
66	1	1	dev=net(1)	DropData	0	0
66	1	2	dev=net(2)	InInterests	0	0
66	1	2	dev=net(2)	OutInterests	21	0.758789
66	1	2	dev=net(2)	DropInterests	0	0
66	1	2	dev=net(2)	InNacks	0	0
66	1	2	dev=net(2)	OutNacks	0	0
66	1	2	dev=net(2)	DropNacks	0	0
66	1	2	dev=net(2)	InData	21	21.8818
66	1	2	dev=net(2)	OutData	0	0
66	1	2	dev=net(2)	DropData	0	0
66	1	-1	all	SatisfiedInterests	131	0
66	1	-1	all	TimedOutInterests	0	0
66	3	0	dev=net(0)	InInterests	21	0.758789
66	3	0	dev=net(0)	OutInterests	0	0
66	3	0	dev=net(0)	DropInterests	0	0
66	3	0	dev=net(0)	InNacks	0	0
66	3	0	dev=net(0)	OutNacks	0	0
66	3	0	dev=net(0)	DropNacks	0	0
66	3	0	dev=net(0)	InData	0	0
66	3	0	dev=net(0)	OutData	0	0
66	3	0	dev=net(0)	DropData	0	0
66	3	1	dev=net(1)	InInterests	0	0
66	3	1	dev=net(1)	OutInterests	21	0.758789
66	3	1	dev=net(1)	DropInterests	0	0
66	3	1	dev=net(1)	InNacks	0	0
66	3	1	dev=net(1)	OutNacks	0	0
66	3	1	dev=net(1)	DropNacks	0	0
66	3	1	dev=net(1)	InData	0	0
66	3	1	dev=net(1)	OutData	0	0
66	3	1	dev=net(1)	DropData	0	0
66	3	-1	all	SatisfiedInterests	0	0
66	3	-1	all	TimedOutInterests	35	0
66	4	0	dev=net(0)	InInterests	0	0
66	4	0	dev=net(0)	OutInterests	132	4.76953
66	4	0	dev=net(0)	DropInterests	0	0
66	4	0	dev=net(0)	InNacks	0	0
66	4	0	dev=net(0)	OutNacks	0	0
66	4	0	dev=net(0)	DropNacks	0	0
66	4	0	dev=net(0)	InData	129	134.417
66	4	0	dev=net(0)	OutData	0	0
66	4	0	dev=net(0)	DropData	0	0
66	4	1	dev=net(1)	InInterests	132	4.76953
66	4	1	dev=net(1)	OutInterests	0	0
66	4	1	dev=net(1)	DropInterests	0	0
66	4	1	dev=net(1)	InNacks	0	0
66	4	1	dev=net(1)	OutNacks	0	0
66	4	1	dev=net(1)	DropNacks	0	0
66	4	1	dev=net(1)	InData	0	0
66	4	1	dev=net(1)	OutData	129	134.417
66	4	1	dev=net(1)	DropData	0	0
66	4	-1	all	SatisfiedInterests	129	0
66	4	-1	all	TimedOutInterests	0	0
66	7	0	dev=net(0)	InInterests	21	0.758789
66	7	0	dev=net(0)	OutInterests	0	0
66	7	0	dev=net(0)	DropInterests	0	0
66	7	0	dev=net(0)	InNacks	0	0
66	7	0	dev=net(0)	OutNacks	0	0
66	7	0	dev=net(0)	DropNacks	0	0
66	7	0	dev=net(0)	InData	0	0
66	7	0	dev=net(0)	OutData	21	21.8818
66	7	0	dev=net(0)	DropData	0	0
66	7	2	dev=local(2)	InInterests	0	0
66	7	2	dev=local(2)	OutInterests	21	0.758789
66	7	2	dev=local(2)	DropInterests	0	0
66	7	2	dev=local(2)	InNacks	0	0
66	7	2	dev=local(2)	OutNacks	0	0
66	7	2	dev=local(2)	DropNacks	0	0
66	7	2	dev=local(2)	InData	21	0
66	7	2	dev=local(2)	OutData	0	0
66	7	2	dev=local(2)	DropData	0	0
66	7	-1	all	SatisfiedInterests	21	0
66	7	-1	all	TimedOutInterests	0	0
67	0	0	dev=net(0)	InInterests	0	0
67	0	0	dev=net(0)	OutInterests	146	5.27539
67	0	0	dev=net(0)	DropInterests	0	0
67	0	0	dev=net(0)	InNacks	0	0
67	0	0	dev=net(0)	OutNacks	0	0
67	0	0	dev=net(0)	DropNacks	0	0
67	0	0	dev=net(0)	InData	84	87.5273
67	0	0	dev=net(0)	OutData	0	0
67	0	0	dev=net(0)	DropData	84	87.5273
67	0	1	dev=local(1)	InInterests	146	0
67	0	1	dev=local(1)	OutInterests	0	0
67	0	1	dev=local(1)	DropInterests	0	0
67	0	1	dev=local(1)	InNacks	0	0
67	0	1	dev=local(1)	OutNacks	0	0
67	0	1	dev=local(1)	DropNacks	0	0
67	0	1	dev=local(1)	InData	0	0
67	0	1	dev=local(1)	OutData	0	0
67	0	1	dev=local(1)	DropData	0	0
67	0	-1	all	SatisfiedInterests	0	0
67	0	-1	all	TimedOutInterests	147	0
67	1	0	dev=net(0)	InInterests	0	0
67	1	0	dev=net(0)	OutInterests	21	0.758789
67	1	0	dev=net(0)	DropInterests	0	0
67	1	0	dev=net(0)	InNacks	0	0
67	1	0	dev=net(0)	OutNacks	0	0
67	1	0	dev=net(0)	DropNacks	0	0
67	1	0	dev=net(0)	InData	0	0
67	1	0	dev=net(0)	OutData	0	0
67	1	0	dev=net(0)	DropData	0	0
67	1	1	dev=net(1)	InInterests	111	4.01074
67	1	1	dev=net(1)	OutInterests	0	0
67	1	1	dev=net(1)	DropInterests	0	0
67	1	1	dev=net(1)	InNacks	0	0
67	1	1	dev=net(1)	OutNacks	0	0
67	1	1	dev=net(1)	DropNacks	0	0
67	1	1	dev=net(1)	InData	0	0
67	1	1	dev=net(1)	OutData	111	115.661
67	1	1	dev=net(1)	DropData	0	0
67	1	2	dev=net(2)	InInterests	0	0
67	1	2	dev=net(2)	OutInterests	21	0.758789
67	1	2	dev=net(2)	DropInterests	0	0
67	1	2	dev=net(2)	InNacks	0	0
67	1	2	dev=net(2)	OutNacks	0	0
67	1	2	dev=net(2)	DropNacks	0	0
67	1	2	dev=net(2)	InData	21	21.8818
67	1	2	dev=net(2)	OutData	0	0
67	1	2	dev=net(2)	DropData	0	0
67	1	-1	all	SatisfiedInterests	111	0
67	1	-1	all	TimedOutInterests	0	0
67	3	0	dev=net(0)	InInterests	21	0.758789
67	3	0	dev=net(0)	OutInterests	0	0
67	3	0	dev=net(0)	DropInterests	0	0
67	3	0	dev=net(0)	InNacks	0	0
67	3	0	dev=net(0)	OutNacks	0	0
67	3	0	dev=net(0)	DropNacks	0	0
67	3	0	dev=net(0)	InData	0	0
67	3	0	dev=net(0)	OutData	0	0
67	3	0	dev=net(0)	DropData	0	0
67	3	1	dev=net(1)	InInterests	0	0
67	3	1	dev=net(1)	OutInterests	21	0.758789
67	3	1	dev=net(1)	DropInterests	0	0
67	3	1	dev=net(1)	InNacks	0	0
67	3	1	dev=net(1)	OutNacks	0	0
67	3	1	dev=net(1)	DropNacks	0	0
67	3	1	dev=net(1)	InData	0	0
67	3	1	dev=net(1)	OutData	0	0
67	3	1	dev=net(1)	DropData	0	0
67	3	-1	all	SatisfiedInterests	0	0
67	3	-1	all	TimedOutInterests	44	0
67	4	0	dev=net(0)	InInterests	0	0
67	4	0	dev=net(0)	OutInterests	112	4.04688
67	4	0	dev=net(0)	DropInterests	0	0
67	4	0	dev=net(0)	InNacks	0	0
67	4	0	dev=net(0)	OutNacks	0	0
67	4	0	dev=net(0)	DropNacks	0	0
67	4	0	dev=net(0)	InData	113	117.745
67	4	0	dev=net(0)	OutData	0	0
67	4	0	dev=net(0)	DropData	0	0
67	4	1	dev=net(1)	InInterests	112	4.04688
67	4	1	dev=net(1)	OutInterests	0	0
67	4	1	dev=net(1)	DropInterests	0	0
67	4	1	dev=net(1)	InNacks	0	0
67	4	1	dev=net(1)	OutNacks	0	0
67	4	1	dev=net(1)	DropNacks	0	0
67	4	1	dev=net(1)	InData	0	0
67	4	1	dev=net(1)	OutData	113	117.745
67	4	1	dev=net(1)	DropData	0	0
67	4	-1	all	SatisfiedInterests	113	0
67	4	-1	all	TimedOutInterests	0	0
67	7	0	dev=net(0)	InInterests	21	0.758789
67	7	0	dev=net(0)	OutInterests	0	0
67	7	0	dev=net(0)	DropInterests	0	0
67	7	0	dev=net(0)	InNacks	0	0
67	7	0	dev=net(0)	OutNacks	0	0
67	7	0	dev=net(0)	DropNacks	0	0
67	7	0	dev=net(0)	InData	0	0
67	7	0	dev=net(0)	OutData	21	21.8818
67	7	0	dev=net(0)	DropData	0	0
67	7	2	dev=local(2)	InInterests	0	0
67	7	2	dev=local(2)	OutInterests	21	0.758789
67	7	2	dev=local(2)	DropInterests	0	0
67	7	2	dev=local(2)	InNacks	0	0
67	7	2	dev=local(2)	OutNacks	0	0
67	7	2	dev=local(2)	DropNacks	0	0
67	7	2	dev=local(2)	InData	21	0
67	7	2	dev=local(2)	OutData	0	0
67	7	2	dev=local(2)	DropData	0	0
67	7	-1	all	SatisfiedInterests	21	0
67	7	-1	all	TimedOutInterests	0	0
68	0	0	dev=net(0)	InInterests	0	0
68	0	0	dev=net(0)	OutInterests	147	5.31152
68	0	0	dev=net(0)	DropInterests	0	0
68	0	0	dev=net(0)	InNacks	0	0
68	0	0	dev=net(0)	OutNacks	0	0
68	0	0	dev=net(0)	DropNacks	0	0
68	0	0	dev=net(0)	InData	84	87.5273
68	0	0	dev=net(0)	OutData	0	0
68	0	0	dev=net(0)	DropData	84	87.5273
68	0	1	dev=local(1)	InInterests	147	0
68	0	1	dev=local(1)	OutInterests	0	0
68	0	1	dev=local(1)	DropInterests	0	0
68	0	1	dev=local(1)	InNacks	0	0
68	0	1	dev=local(1)	OutNacks	0	0
68	0	1	dev=local(1)	DropNacks	0	0
68	0	1	dev=local(1)	InData	0	0
68	0	1	dev=local(1)	OutData	0	0
68	0	1	dev=local(1)	DropData	0	0
68	0	-1	all	SatisfiedInterests	0	0
68	0	-1	all	TimedOutInterests	146	0
68	1	0	dev=net(0)	InInterests	0	0
68	1	0	dev=net(0)	OutInterests	35	1.26465
68	1	0	dev=net(0)	DropInterests	0	0
68	1	0	dev=net(0)	InNacks	0	0
68	1	0	dev=net(0)	OutNacks	0	0
68	1	0	dev=net(0)	DropNacks	0	0
68	1	0	dev=net(0)	InData	0	0
68	1	0	dev=net(0)	OutData	0	0
68	1	0	dev=net(0)	DropData	0	0
68	1	1	dev=net(1)	InInterests	138	4.98633
68	1	1	dev=net(1)	OutInterests	0	0
68	1	1	dev=net(1)	DropInterests	0	0
68	1	1	dev=net(1)	InNacks	0	0
68	1	1	dev=net(1)	OutNacks	0	0
68	1	1	dev=net(1)	DropNacks	0	0
68	1	1	dev=net(1)	InData	0	0
68	1	1	dev=net(1)	OutData	138	143.795
68	1	1	dev=net(1)	DropData	0	0
68	1	2	dev=net(2)	InInterests	0	0
68	1	2	dev=net(2)	OutInterests	35	1.26465
68	1	2	dev=net(2)	DropInterests	0	0
68	1	2	dev=net(2)	InNacks	0	0
68	1	2	dev=net(2)	OutNacks	0	0
68	1	2	dev=net(2)	DropNacks	0	0
68	1	2	dev=net(2)	InData	35	36.4697
68	1	2	dev=net(2)	OutData	0	0
68	1	2	dev=net(2)	DropData	0	0
68	1	-1	all	SatisfiedInterests	138	0
68	1	-1	all	TimedOutInterests	0	0
68	3	0	dev=net(0)	InInterests	35	1.26465
68	3	0	dev=net(0)	OutInterests	0	0
68	3	0	dev=net(0)	DropInterests	0	0
68	3	0	dev=net(0)	InNacks	0	0
68	3	0	dev=net(0)	OutNacks	0	0
68	3	0	dev=net(0)	DropNacks	0	0
68	3	0	dev=net(0)	InData	0	0
68	3	0	dev=net(0)	OutData	0	0
68	3	0	dev=net(0)	DropData	0	0
68	3	1	dev=net(1)	InInterests	0	0
68	3	1	dev=net(1)	OutInterests	35	1.26465
68	3	1	dev=net(1)	DropInterests	0	0
68	3	1	dev=net(1)	InNacks	0	0
68	3	1	dev=net(1)	OutNacks	0	0
68	3	1	dev=net(1)	DropNacks	0	0
68	3	1	dev=net(1)	InData	0	0
68	3	1	dev=net(1)	OutData	0	0
68	3	1	dev=net(1)	DropData	0	0
68	3	-1	all	SatisfiedInterests	0	0
68	3	-1	all	TimedOutInterests	21	0
68	4	0	dev=net(0)	InInterests	0	0
68	4	0	dev=net(0)	OutInterests	137	4.9502
68	4	0	dev=net(0)	DropInterests	0	0
68	4	0	dev=net(0)	InNacks	0	0
68	4	0	dev=net(0)	OutNacks	0	0
68	4	0	dev=net(0)	DropNacks	0	0
68	4	0	dev=net(0)	InData	138	143.795
68	4	0	dev=net(0)	OutData	0	0
68	4	0	dev=net(0)	DropData	0	0
68	4	1	dev=net(1)	InInterests	137	4.9502
68	4	1	dev=net(1)	OutInterests	0	0
68	4	1	dev=net(1)	DropInterests	0	0
68	4	1	dev=net(1)	InNacks	0	0
68	4	1	dev=net(1)	OutNacks	0	0
68	4	1	dev=net(1)	DropNacks	0	0
68	4	1	dev=net(1)	InData	0	0
68	4	1	dev=net(1)	OutData	138	143.795
68	4	1	dev=net(1)	DropData	0	0
68	4	-1	all	SatisfiedInterests	138	0
68	4	-1	all	TimedOutInterests	0	0
68	7	0	dev=net(0)	InInterests	35	1.26465
68	7	0	dev=net(0)	OutInterests	0	0
68	7	0	dev=net(0)	DropInterests	0	0
68	7	0	dev=net(0)	InNacks	0	0
68	7	0	dev=net(0)	OutNacks	0	0
68	7	0	dev=net(0)	DropNacks	0	0
68	7	0	dev=net(0)	InData	0	0
68	7	0	dev=net(0)	OutData	35	36.4697
68	7	0	dev=net(0)	DropData	0	0
68	7	2	dev=local(2)	InInterests	0	0
68	7	2	dev=local(2)	OutInterests	35	1.26465
68	7	2	dev=local(2)	DropInterests	0	0
68	7	2	dev=local(2)	InNacks	0	0
68	7	2	dev=local(2)	OutNacks	0	0
68	7	2	dev=local(2)	DropNacks	0	0
68	7	2	dev=local(2)	InData	35	0
68	7	2	dev=local(2)	OutData	0	0
68	7	2	dev=local(2)	DropData	0	0
68	7	-1	all	SatisfiedInterests	35	0
68	7	-1	all	TimedOutInterests	0	0
69	0	0	dev=net(0)	InInterests	0	0
69	0	0	dev=net(0)	OutInterests	146	5.27539
69	0	0	dev=net(0)	DropInterests	0	0
69	0	0	dev=net(0)	InNacks	0	0
69	0	0	dev=net(0)	OutNacks	0	0
69	0	0	dev=net(0)	DropNacks	0	0
69	0	0	dev=net(0)	InData	84	87.5273
69	0	0	dev=net(0)	OutData	0	0
69	0	0	dev=net(0)	DropData	84	87.5273
69	0	1	dev=local(1)	InInterests	146	0
69	0	1	dev=local(1)	OutInterests	0	0
69	0	1	dev=local(1)	DropInterests	0	0
69	0	1	dev=local(1)	InNacks	0	0
69	0	1	dev=local(1)	OutNacks	0	0
69	0	1	dev=local(1)	DropNacks	0	0
69	0	1	dev=local(1)	InData	0	0
69	0	1	dev=local(1)	OutData	0	0
69	0	1	dev=local(1)	DropData	0	0
69	0	-1	all	SatisfiedInterests	0	0
69	0	-1	all	TimedOutInterests	146	0
69	1	0	dev=net(0)	InInterests	0	0
69	1	0	dev=net(0)	OutInterests	20	0.722656
69	1	0	dev=net(0)	DropInterests	0	0
69	1	0	dev=net(0)	InNacks	0	0
69	1	0	dev=net(0)	OutNacks	0	0
69	1	0	dev=net(0)	DropNacks	0	0
69	1	0	dev=net(0)	InData	0	0
69	1	0	dev=net(0)	OutData	0	0
69	1	0	dev=net(0)	DropData	0	0
69	1	1	dev=net(1)	InInterests	144	5.20312
69	1	1	dev=net(1)	OutInterests	0	0
69	1	1	dev=net(1)	DropInterests	0	0
69	1	1	dev=net(1)	InNacks	0	0
69	1	1	dev=net(1)	OutNacks	0	0
69	1	1	dev=net(1)	DropNacks	0	0
69	1	1	dev=net(1)	InData	0	0
69	1	1	dev=net(1)	OutData	143	149.005
69	1	1	dev=net(1)	DropData	0	0
69	1	2	dev=net(2)	InInterests	0	0
69	1	2	dev=net(2)	OutInterests	20	0.722656
69	1	2	dev=net(2)	DropInterests	0	0
69	1	2	dev=net(2)	InNacks	0	0
69	1	2	dev=net(2)	OutNacks	0	0
69	1	2	dev=net(2)	DropNacks	0	0
69	1	2	dev=net(2)	InData	19	19.7979
69	1	2	dev=net(2)	OutData	0	0
69	1	2	dev=net(2)	DropData	0	0
69	1	-1	all	SatisfiedInterests	143	0
69	1	-1	all	TimedOutInterests	0	0
